respondent_id,nps,satisfaction,feedback_text,topic_id
R000541,10,9.49,stockouts make me switch to other brands,3
R000542,7,8.13,I prefer brands with recyclable packaging,5
R000543,7,7.51,low carbon packaging would improve brand impression,5
R000544,5,6.3,the product quality is stable and trustworthy,0
R000545,7,7.79,quality improvement would make me repurchase more often,0
R000546,9,10.0,stockouts make me switch to other brands,3
R000547,7,7.32,the package design should show product benefits more clearly,2
R000548,7,6.7,delivery speed affects whether I choose the brand,5
R000549,10,9.03,sustainability claims need to be more credible,5
R000550,10,9.06,the packaging is convenient but could look more premium,5
R000551,10,9.24,livestream promotion helps me discover new products,4
R000552,10,9.41,discount bundles make me more willing to buy,3
R000553,9,8.26,quality improvement would make me repurchase more often,0
R000554,9,7.02,offline availability is not always convenient,5
R000555,10,10.0,sustainability claims need to be more credible,5
R000556,6,6.37,sustainability claims need to be more credible,5
R000557,9,9.25,I prefer brands with recyclable packaging,5
R000558,9,8.87,KOL reviews are useful but need to be authentic,5
R000559,10,10.0,delivery speed affects whether I choose the brand,5
R000560,10,10.0,delivery speed affects whether I choose the brand,5
R000561,7,7.34,discount bundles make me more willing to buy,3
R000562,8,7.54,the packaging is convenient but could look more premium,5
R000563,8,7.48,the product quality is stable and trustworthy,0
R000564,5,6.34,low carbon packaging would improve brand impression,5
R000565,9,8.76,I prefer brands with recyclable packaging,5
R000566,9,10.0,the package design should show product benefits more clearly,2
R000567,10,8.08,livestream promotion helps me discover new products,4
R000568,6,7.53,membership coupons can increase repeat purchase,1
R000569,7,8.09,stockouts make me switch to other brands,3
R000570,10,9.0,discount bundles make me more willing to buy,3
R000571,7,7.9,the packaging is convenient but could look more premium,5
R000572,5,5.92,livestream promotion helps me discover new products,4
R000573,10,9.53,I care about ingredients and product safety,2
R000574,10,9.52,sustainability claims need to be more credible,5
R000575,10,10.0,I compare price across platforms before purchase,1
R000576,6,7.98,KOL reviews are useful but need to be authentic,5
R000577,9,9.49,quality improvement would make me repurchase more often,0
R000578,7,6.31,the packaging is convenient but could look more premium,5
R000579,10,9.04,the packaging is convenient but could look more premium,5
R000580,8,7.92,sustainability claims need to be more credible,5
R000581,7,8.09,discount bundles make me more willing to buy,3
R000582,8,5.49,I care about ingredients and product safety,2
R000583,7,7.03,quality improvement would make me repurchase more often,0
R000584,8,8.45,the package design should show product benefits more clearly,2
R000585,8,8.49,the package design should show product benefits more clearly,2
R000586,10,9.29,delivery speed affects whether I choose the brand,5
R000587,8,8.28,I compare price across platforms before purchase,1
R000588,10,9.39,discount bundles make me more willing to buy,3
R000589,8,7.15,the price feels high without promotion,4
R000590,9,10.0,KOL reviews are useful but need to be authentic,5
R000591,9,10.0,discount bundles make me more willing to buy,3
R000592,10,10.0,I care about ingredients and product safety,2
R000593,5,7.28,membership coupons can increase repeat purchase,1
R000594,6,5.04,the price feels high without promotion,4
R000595,4,6.04,delivery speed affects whether I choose the brand,5
R000596,4,5.78,the price feels high without promotion,4
R000597,8,8.13,discount bundles make me more willing to buy,3
R000598,7,8.03,offline availability is not always convenient,5
R000599,7,7.82,delivery speed affects whether I choose the brand,5
R000600,5,7.57,I care about ingredients and product safety,2
R000601,8,8.45,offline availability is not always convenient,5
R000602,8,9.04,membership coupons can increase repeat purchase,1
R000603,9,10.0,stockouts make me switch to other brands,3
R000604,10,10.0,livestream promotion helps me discover new products,4
R000605,10,10.0,quality improvement would make me repurchase more often,0
R000606,10,9.64,stockouts make me switch to other brands,3
R000607,10,8.92,the packaging is convenient but could look more premium,5
R000608,6,8.24,I compare price across platforms before purchase,1
R000609,9,9.25,delivery speed affects whether I choose the brand,5
R000610,10,9.13,low carbon packaging would improve brand impression,5
R000611,8,9.29,discount bundles make me more willing to buy,3
R000612,8,8.05,the price feels high without promotion,4
R000613,10,7.97,sustainability claims need to be more credible,5
R000614,9,9.41,portable packaging is useful for work and travel,5
R000615,8,6.89,KOL reviews are useful but need to be authentic,5
R000616,9,8.77,offline availability is not always convenient,5
R000617,10,10.0,sustainability claims need to be more credible,5
R000618,9,8.94,sustainability claims need to be more credible,5
R000619,8,10.0,quality improvement would make me repurchase more often,0
R000620,7,7.54,the price feels high without promotion,4
R000621,10,10.0,low carbon packaging would improve brand impression,5
R000622,9,9.92,I prefer brands with recyclable packaging,5
R000623,8,10.0,I prefer brands with recyclable packaging,5
R000624,9,9.64,the product quality is stable and trustworthy,0
R000625,7,9.21,sustainability claims need to be more credible,5
R000626,10,10.0,low carbon packaging would improve brand impression,5
R000627,10,10.0,discount bundles make me more willing to buy,3
R000628,10,10.0,the price feels high without promotion,4
R000629,7,7.48,I compare price across platforms before purchase,1
R000630,10,9.96,I care about ingredients and product safety,2
R000631,7,8.92,the product quality is stable and trustworthy,0
R000632,7,8.4,the packaging is convenient but could look more premium,5
R000633,8,8.92,livestream promotion helps me discover new products,4
R000634,8,10.0,I care about ingredients and product safety,2
R000635,8,8.41,portable packaging is useful for work and travel,5
R000636,7,7.2,quality improvement would make me repurchase more often,0
R000637,10,8.69,KOL reviews are useful but need to be authentic,5
R000638,8,9.8,stockouts make me switch to other brands,3
R000639,3,5.55,the price feels high without promotion,4
R000640,10,10.0,I compare price across platforms before purchase,1
R000641,4,6.1,low carbon packaging would improve brand impression,5
R000642,10,9.49,discount bundles make me more willing to buy,3
R000643,9,8.47,stockouts make me switch to other brands,3
R000644,9,8.99,KOL reviews are useful but need to be authentic,5
R000645,8,8.49,I compare price across platforms before purchase,1
R000646,7,8.9,discount bundles make me more willing to buy,3
R000647,8,8.87,I compare price across platforms before purchase,1
R000648,10,10.0,I care about ingredients and product safety,2
R000649,7,7.15,portable packaging is useful for work and travel,5
R000650,4,5.08,I compare price across platforms before purchase,1
R000651,9,9.62,I prefer brands with recyclable packaging,5
R000652,9,7.8,I compare price across platforms before purchase,1
R000653,10,10.0,delivery speed affects whether I choose the brand,5
R000654,10,9.44,KOL reviews are useful but need to be authentic,5
R000655,9,8.65,membership coupons can increase repeat purchase,1
R000656,9,6.9,I compare price across platforms before purchase,1
R000657,6,7.79,offline availability is not always convenient,5
R000658,9,8.55,stockouts make me switch to other brands,3
R000659,10,9.63,the packaging is convenient but could look more premium,5
R000660,7,7.83,the packaging is convenient but could look more premium,5
R000661,8,7.64,the price feels high without promotion,4
R000662,8,7.67,KOL reviews are useful but need to be authentic,5
R000663,9,10.0,the package design should show product benefits more clearly,2
R000664,6,8.15,the price feels high without promotion,4
R000665,10,9.3,KOL reviews are useful but need to be authentic,5
R000666,7,6.64,stockouts make me switch to other brands,3
R000667,9,8.42,discount bundles make me more willing to buy,3
R000668,9,9.11,stockouts make me switch to other brands,3
R000669,6,6.88,discount bundles make me more willing to buy,3
R000670,8,8.01,I care about ingredients and product safety,2
R000671,10,10.0,I care about ingredients and product safety,2
R000672,10,8.84,the product quality is stable and trustworthy,0
R000673,10,8.31,delivery speed affects whether I choose the brand,5
R000674,9,10.0,I care about ingredients and product safety,2
R000675,10,7.98,portable packaging is useful for work and travel,5
R000676,10,8.22,membership coupons can increase repeat purchase,1
R000677,8,9.26,I care about ingredients and product safety,2
R000678,8,8.59,I care about ingredients and product safety,2
R000679,9,9.45,KOL reviews are useful but need to be authentic,5
R000680,9,8.43,portable packaging is useful for work and travel,5
R000681,6,6.3,low carbon packaging would improve brand impression,5
R000682,9,7.98,I care about ingredients and product safety,2
R000683,8,8.16,stockouts make me switch to other brands,3
R000684,6,7.67,I care about ingredients and product safety,2
R000685,8,8.76,offline availability is not always convenient,5
R000686,10,9.48,low carbon packaging would improve brand impression,5
R000687,9,9.23,low carbon packaging would improve brand impression,5
