respondent_id,persona_seed,age,monthly_income,city_tier,primary_channel,category,price_sensitivity,quality_expectation,convenience_need,sustainability_attitude,willingness_to_pay,awareness,consideration,trial,repeat_purchase,monthly_purchase_frequency,satisfaction,nps,feedback_theme_seed,feedback_text,segment_id,segment
R000140,convenience_first,28,8524.03,new_tier_1,douyin,home_cleaning,5.8,6.15,8.38,5.3,27.91,1,0,0,0,0,7.64,7,delivery,stockouts make me switch to other brands,3,Convenience Driven
R000141,convenience_first,28,11219.39,tier_1,private_domain,healthy_snack,6.47,7.73,7.96,5.28,25.35,0,0,0,1,4,10.0,10,delivery,delivery speed affects whether I choose the brand,3,Convenience Driven
R000142,quality_first,27,4251.91,tier_2,jd,home_cleaning,6.85,9.45,6.23,5.9,26.73,1,1,1,1,7,9.62,9,packaging,portable packaging is useful for work and travel,1,Quality Loyalists
R000143,value_seekers,32,5584.77,tier_1,douyin,home_cleaning,8.99,6.04,3.65,4.64,19.8,1,1,1,1,4,6.5,6,promotion,livestream promotion helps me discover new products,2,Value Seekers
R000144,quality_first,39,26566.41,tier_3_plus,offline_supermarket,ready_to_drink,4.22,10.0,6.57,7.15,38.31,0,1,1,1,1,8.63,9,quality,quality improvement would make me repurchase more often,1,Quality Loyalists
R000145,new_explorers,32,19624.22,new_tier_1,offline_supermarket,home_cleaning,6.57,6.06,6.17,6.44,24.16,1,0,0,0,0,6.38,6,quality,I care about ingredients and product safety,2,Value Seekers
R000146,value_seekers,18,9032.83,new_tier_1,douyin,ready_to_drink,6.56,6.73,6.2,4.29,18.69,1,1,1,1,1,8.48,9,price,the price feels high without promotion,0,High Value Fans
R000147,value_seekers,26,12635.14,tier_3_plus,xiaohongshu,ready_to_drink,9.67,5.53,5.76,5.01,16.46,1,0,1,1,3,8.55,9,price,discount bundles make me more willing to buy,0,High Value Fans
R000148,quality_first,33,11186.51,new_tier_1,jd,healthy_snack,4.76,9.06,7.87,6.62,31.13,0,1,0,0,0,9.39,9,quality,I care about ingredients and product safety,1,Quality Loyalists
R000149,value_seekers,32,12801.71,tier_1,tmall,ready_to_drink,7.73,6.65,4.91,5.33,17.73,1,1,1,0,1,6.95,6,quality,I care about ingredients and product safety,2,Value Seekers
R000150,value_seekers,26,6769.91,tier_1,offline_supermarket,ready_to_drink,8.99,6.32,5.93,4.7,15.6,0,1,1,1,3,7.92,9,promotion,livestream promotion helps me discover new products,0,High Value Fans
R000151,new_explorers,29,9392.54,tier_2,jd,healthy_snack,7.81,6.53,6.23,6.4,17.85,0,0,0,1,1,7.22,5,promotion,livestream promotion helps me discover new products,2,Value Seekers
R000152,quality_first,28,7099.97,new_tier_1,offline_supermarket,ready_to_drink,4.66,8.96,5.08,6.68,29.56,0,0,0,1,3,9.2,8,price,the price feels high without promotion,1,Quality Loyalists
R000153,convenience_first,20,12794.68,tier_3_plus,private_domain,personal_care,4.7,7.25,8.52,6.36,25.89,1,1,1,1,7,10.0,10,sustainability,sustainability claims need to be more credible,3,Convenience Driven
R000154,value_seekers,23,5475.61,tier_1,douyin,personal_care,9.08,6.19,5.27,5.23,15.72,1,1,1,0,0,3.45,1,price,I compare price across platforms before purchase,2,Value Seekers
R000155,convenience_first,23,8293.12,tier_1,tmall,ready_to_drink,4.35,6.96,10.0,6.93,27.75,1,1,1,1,4,10.0,10,delivery,stockouts make me switch to other brands,3,Convenience Driven
R000156,value_seekers,32,10380.85,tier_3_plus,offline_supermarket,healthy_snack,9.17,6.52,4.78,2.85,21.82,0,1,1,0,1,6.49,5,quality,quality improvement would make me repurchase more often,2,Value Seekers
R000157,eco_advocates,37,10568.18,tier_2,offline_supermarket,healthy_snack,5.31,8.14,6.25,8.31,38.67,0,1,1,1,3,10.0,10,packaging,the package design should show product benefits more clearly,4,Eco Advocates
R000158,quality_first,35,7750.09,tier_2,douyin,healthy_snack,3.33,9.31,7.47,6.91,28.45,1,1,1,1,3,7.9,8,quality,the product quality is stable and trustworthy,1,Quality Loyalists
R000159,value_seekers,32,14033.02,new_tier_1,tmall,healthy_snack,7.93,6.62,5.59,5.66,22.06,1,1,0,0,2,7.29,5,quality,quality improvement would make me repurchase more often,2,Value Seekers
R000160,eco_advocates,48,8652.85,tier_1,jd,home_cleaning,6.62,8.1,5.88,8.08,33.11,1,1,0,0,0,6.29,7,quality,quality improvement would make me repurchase more often,4,Eco Advocates
R000161,convenience_first,29,9541.2,new_tier_1,private_domain,healthy_snack,5.17,7.97,9.2,6.83,28.97,0,0,1,1,3,10.0,10,delivery,stockouts make me switch to other brands,3,Convenience Driven
R000162,quality_first,21,20230.97,tier_1,xiaohongshu,personal_care,4.79,9.73,6.15,6.49,31.61,1,1,1,1,4,10.0,10,quality,I care about ingredients and product safety,1,Quality Loyalists
R000163,value_seekers,18,8010.28,tier_3_plus,private_domain,home_cleaning,9.78,6.08,5.79,4.57,10.21,0,0,0,0,0,5.56,5,price,I compare price across platforms before purchase,2,Value Seekers
R000164,eco_advocates,44,11682.79,tier_1,jd,healthy_snack,5.48,7.04,7.57,10.0,34.98,0,0,0,0,1,10.0,8,packaging,portable packaging is useful for work and travel,4,Eco Advocates
R000165,quality_first,30,8306.82,tier_3_plus,xiaohongshu,ready_to_drink,3.75,9.48,5.63,6.01,35.45,1,1,1,1,1,10.0,10,promotion,livestream promotion helps me discover new products,1,Quality Loyalists
R000166,value_seekers,30,9676.7,tier_1,xiaohongshu,healthy_snack,6.46,7.15,5.97,4.61,18.27,0,1,1,0,2,8.27,7,price,I compare price across platforms before purchase,0,High Value Fans
R000167,new_explorers,29,4099.93,new_tier_1,jd,personal_care,4.14,6.41,6.03,5.17,19.3,1,1,0,1,2,8.75,10,quality,quality improvement would make me repurchase more often,0,High Value Fans
R000168,value_seekers,37,17825.21,new_tier_1,private_domain,healthy_snack,7.83,6.5,5.67,5.43,16.34,0,1,0,0,0,6.21,8,packaging,the packaging is convenient but could look more premium,2,Value Seekers
R000169,value_seekers,35,9568.84,new_tier_1,tmall,personal_care,7.05,6.29,4.45,4.48,17.63,1,1,1,0,1,6.13,6,packaging,the packaging is convenient but could look more premium,2,Value Seekers
R000170,quality_first,31,15945.61,tier_3_plus,jd,healthy_snack,7.0,8.65,5.12,5.21,34.35,0,1,1,1,3,10.0,8,packaging,portable packaging is useful for work and travel,1,Quality Loyalists
R000171,value_seekers,24,10827.23,tier_2,tmall,home_cleaning,9.17,6.86,5.48,5.71,16.37,1,1,0,0,0,6.34,6,promotion,KOL reviews are useful but need to be authentic,2,Value Seekers
R000172,quality_first,37,7305.73,tier_1,douyin,healthy_snack,5.56,9.5,5.55,7.14,32.28,1,1,0,0,0,8.86,8,sustainability,I prefer brands with recyclable packaging,1,Quality Loyalists
R000173,convenience_first,18,10624.1,tier_3_plus,jd,healthy_snack,5.72,7.27,8.47,5.94,30.42,1,1,0,1,4,6.55,7,price,I compare price across platforms before purchase,3,Convenience Driven
R000174,new_explorers,27,5344.67,tier_2,xiaohongshu,personal_care,7.78,6.27,6.26,6.49,18.91,1,1,0,1,2,9.07,10,packaging,the package design should show product benefits more clearly,0,High Value Fans
R000175,new_explorers,38,6648.92,tier_2,xiaohongshu,healthy_snack,6.66,5.85,6.58,7.1,21.67,0,1,0,1,3,8.3,9,sustainability,sustainability claims need to be more credible,0,High Value Fans
R000176,value_seekers,44,15504.99,tier_1,xiaohongshu,personal_care,8.95,6.39,6.49,5.06,21.82,0,0,1,0,1,7.04,6,packaging,portable packaging is useful for work and travel,2,Value Seekers
R000177,eco_advocates,42,13680.35,tier_1,douyin,ready_to_drink,5.02,7.84,7.5,9.22,29.41,1,1,1,1,1,8.44,8,delivery,delivery speed affects whether I choose the brand,4,Eco Advocates
R000178,value_seekers,39,8590.96,tier_3_plus,xiaohongshu,ready_to_drink,7.27,4.66,6.57,5.07,17.29,1,1,0,0,1,6.41,4,price,I compare price across platforms before purchase,2,Value Seekers
R000179,eco_advocates,40,15577.02,tier_1,offline_supermarket,healthy_snack,2.55,7.74,7.94,9.85,35.85,0,0,1,1,4,10.0,9,delivery,stockouts make me switch to other brands,4,Eco Advocates
R000180,quality_first,22,6133.71,new_tier_1,xiaohongshu,ready_to_drink,4.68,10.0,6.34,6.59,33.37,0,1,1,1,5,9.31,9,price,the price feels high without promotion,1,Quality Loyalists
R000181,eco_advocates,18,9653.97,new_tier_1,douyin,healthy_snack,6.32,8.08,7.12,9.09,34.45,0,1,0,0,0,7.75,6,delivery,delivery speed affects whether I choose the brand,4,Eco Advocates
R000182,eco_advocates,19,9162.76,tier_3_plus,tmall,personal_care,5.35,7.72,6.09,8.91,30.67,1,1,1,1,2,10.0,10,price,discount bundles make me more willing to buy,4,Eco Advocates
R000183,eco_advocates,26,15928.96,tier_1,tmall,personal_care,3.99,8.21,5.31,8.69,41.06,1,1,1,1,5,9.13,9,promotion,membership coupons can increase repeat purchase,4,Eco Advocates
R000184,new_explorers,22,16044.09,new_tier_1,douyin,healthy_snack,6.96,7.52,5.32,5.95,20.57,1,1,0,0,2,7.71,8,delivery,delivery speed affects whether I choose the brand,0,High Value Fans
R000185,quality_first,30,5334.83,tier_2,offline_supermarket,healthy_snack,4.81,8.28,6.99,6.37,28.09,0,1,1,1,6,8.75,8,quality,quality improvement would make me repurchase more often,1,Quality Loyalists
R000186,convenience_first,47,5170.34,new_tier_1,offline_supermarket,ready_to_drink,6.82,6.39,10.0,5.26,23.4,1,1,1,1,3,9.82,10,quality,the product quality is stable and trustworthy,3,Convenience Driven
R000187,eco_advocates,29,5360.65,new_tier_1,xiaohongshu,ready_to_drink,6.97,7.07,7.44,8.65,30.83,0,1,1,1,7,9.46,8,price,I compare price across platforms before purchase,4,Eco Advocates
R000188,value_seekers,43,21464.48,tier_3_plus,private_domain,personal_care,6.52,7.48,5.8,6.77,16.43,1,1,1,1,2,7.91,8,price,I compare price across platforms before purchase,0,High Value Fans
R000189,convenience_first,24,9542.56,tier_2,tmall,ready_to_drink,5.34,5.78,7.84,6.25,23.96,0,1,1,1,5,7.72,7,price,discount bundles make me more willing to buy,3,Convenience Driven
R000190,quality_first,32,12944.3,tier_1,douyin,healthy_snack,4.62,8.42,6.83,5.76,25.39,1,1,1,0,2,8.23,9,promotion,membership coupons can increase repeat purchase,1,Quality Loyalists
R000191,value_seekers,29,10671.11,tier_2,jd,personal_care,8.78,6.44,6.41,6.14,14.27,1,1,1,0,0,7.3,7,promotion,membership coupons can increase repeat purchase,2,Value Seekers
R000192,convenience_first,23,11301.99,tier_1,private_domain,healthy_snack,5.03,7.01,9.82,5.11,26.63,0,0,0,0,1,5.37,6,delivery,offline availability is not always convenient,3,Convenience Driven
R000193,quality_first,34,10332.39,tier_1,private_domain,healthy_snack,4.97,9.61,5.44,7.06,33.39,1,1,1,1,2,10.0,9,quality,the product quality is stable and trustworthy,1,Quality Loyalists
R000194,convenience_first,29,21242.41,tier_2,tmall,healthy_snack,6.07,7.42,6.8,6.27,31.63,1,0,0,1,3,9.3,9,packaging,the packaging is convenient but could look more premium,1,Quality Loyalists
R000195,convenience_first,28,20532.13,new_tier_1,tmall,ready_to_drink,6.25,5.57,8.14,6.08,24.06,1,1,1,1,1,8.56,7,packaging,the package design should show product benefits more clearly,3,Convenience Driven
R000196,quality_first,31,9707.94,tier_3_plus,jd,personal_care,1.3,8.75,5.96,5.5,32.0,1,1,1,0,0,9.24,10,promotion,livestream promotion helps me discover new products,1,Quality Loyalists
R000197,new_explorers,32,26130.05,tier_2,xiaohongshu,personal_care,4.76,7.27,5.54,7.14,25.93,0,0,0,1,2,9.4,10,delivery,offline availability is not always convenient,1,Quality Loyalists
R000198,value_seekers,29,10976.12,tier_1,xiaohongshu,home_cleaning,8.31,8.37,6.74,6.28,22.53,0,0,1,1,4,6.88,8,promotion,KOL reviews are useful but need to be authentic,0,High Value Fans
R000199,quality_first,29,27767.91,new_tier_1,tmall,healthy_snack,4.44,9.58,7.37,6.07,33.21,1,1,1,1,0,9.84,10,delivery,delivery speed affects whether I choose the brand,1,Quality Loyalists
R000200,quality_first,18,5669.76,tier_2,tmall,ready_to_drink,4.02,7.25,7.23,6.75,29.39,0,0,1,1,4,9.34,9,promotion,KOL reviews are useful but need to be authentic,1,Quality Loyalists
R000201,eco_advocates,29,8713.96,tier_2,tmall,ready_to_drink,5.26,6.74,6.89,10.0,30.29,1,1,0,0,1,9.4,9,price,I compare price across platforms before purchase,4,Eco Advocates
R000202,convenience_first,28,10023.52,tier_3_plus,private_domain,ready_to_drink,5.93,6.73,9.7,6.21,30.22,1,1,1,1,3,9.61,9,delivery,offline availability is not always convenient,3,Convenience Driven
R000203,value_seekers,30,8376.74,tier_3_plus,douyin,ready_to_drink,7.79,6.95,6.61,3.79,24.46,1,1,1,0,1,8.71,8,price,the price feels high without promotion,0,High Value Fans
R000204,eco_advocates,41,7805.7,tier_2,tmall,ready_to_drink,5.46,7.35,7.9,8.18,33.93,1,1,0,0,0,7.73,8,packaging,the packaging is convenient but could look more premium,4,Eco Advocates
R000205,eco_advocates,34,9323.87,new_tier_1,private_domain,healthy_snack,5.72,6.67,6.61,7.41,33.73,1,1,1,1,2,8.85,9,sustainability,I prefer brands with recyclable packaging,4,Eco Advocates
R000206,eco_advocates,37,10596.54,new_tier_1,offline_supermarket,personal_care,6.96,7.97,6.95,9.0,28.08,1,1,1,1,1,8.44,10,promotion,membership coupons can increase repeat purchase,4,Eco Advocates
R000207,value_seekers,26,11798.52,new_tier_1,douyin,healthy_snack,8.32,7.52,5.67,4.29,8.57,1,1,1,1,5,8.87,8,price,the price feels high without promotion,0,High Value Fans
R000208,value_seekers,30,15788.05,tier_3_plus,douyin,ready_to_drink,7.57,8.05,5.93,4.67,21.59,1,1,0,0,1,8.04,7,quality,I care about ingredients and product safety,0,High Value Fans
R000209,new_explorers,26,11320.26,tier_1,private_domain,home_cleaning,7.24,8.38,6.44,7.17,24.33,0,1,1,1,2,7.77,5,delivery,offline availability is not always convenient,0,High Value Fans
R000210,new_explorers,18,13750.54,tier_2,offline_supermarket,healthy_snack,5.81,7.56,6.66,5.18,29.0,1,1,1,1,4,9.25,8,promotion,membership coupons can increase repeat purchase,1,Quality Loyalists
R000211,value_seekers,23,7903.76,new_tier_1,private_domain,personal_care,9.09,5.47,5.97,4.53,11.94,0,1,1,0,0,5.94,8,packaging,the package design should show product benefits more clearly,2,Value Seekers
R000212,convenience_first,26,8062.19,tier_2,xiaohongshu,healthy_snack,5.1,5.01,9.18,5.89,28.8,1,1,1,0,7,9.75,8,quality,the product quality is stable and trustworthy,3,Convenience Driven
R000213,value_seekers,31,18200.01,tier_1,douyin,home_cleaning,9.03,6.14,7.49,4.89,24.14,1,1,1,1,3,6.55,5,price,I compare price across platforms before purchase,2,Value Seekers
R000214,quality_first,40,14050.0,tier_3_plus,tmall,home_cleaning,4.7,7.55,7.49,6.45,30.11,0,0,0,1,1,9.28,8,quality,quality improvement would make me repurchase more often,1,Quality Loyalists
R000215,value_seekers,23,8185.9,tier_3_plus,offline_supermarket,healthy_snack,8.48,5.04,6.06,5.13,15.46,1,1,1,0,0,5.85,4,packaging,the package design should show product benefits more clearly,2,Value Seekers
R000216,quality_first,33,7487.22,new_tier_1,tmall,home_cleaning,6.38,7.65,8.33,7.16,32.2,0,0,0,1,5,10.0,10,sustainability,low carbon packaging would improve brand impression,3,Convenience Driven
R000217,quality_first,32,12200.7,tier_1,tmall,home_cleaning,4.33,8.5,6.45,6.83,31.15,1,1,1,1,4,9.51,10,promotion,KOL reviews are useful but need to be authentic,1,Quality Loyalists
R000218,new_explorers,19,6011.31,tier_1,private_domain,home_cleaning,6.27,8.6,7.23,7.24,19.54,1,1,1,1,4,8.34,7,delivery,offline availability is not always convenient,0,High Value Fans
R000219,convenience_first,38,8533.06,tier_3_plus,offline_supermarket,ready_to_drink,4.04,7.3,8.17,6.69,25.76,1,1,1,1,2,9.56,10,packaging,the package design should show product benefits more clearly,3,Convenience Driven
R000220,value_seekers,46,4674.54,tier_1,private_domain,personal_care,9.56,6.31,6.16,4.32,10.51,1,1,0,0,0,7.03,5,quality,I care about ingredients and product safety,2,Value Seekers
R000221,quality_first,28,30553.52,new_tier_1,tmall,ready_to_drink,6.43,8.4,6.12,7.54,35.72,0,1,0,1,5,10.0,10,quality,quality improvement would make me repurchase more often,1,Quality Loyalists
R000222,quality_first,39,6807.09,tier_2,xiaohongshu,personal_care,5.0,8.58,7.17,6.64,30.67,0,0,0,0,0,10.0,9,promotion,membership coupons can increase repeat purchase,1,Quality Loyalists
R000223,convenience_first,19,16249.28,tier_2,tmall,healthy_snack,5.6,7.55,9.17,5.58,28.15,1,1,1,1,4,10.0,10,quality,quality improvement would make me repurchase more often,3,Convenience Driven
R000224,convenience_first,35,10866.41,tier_3_plus,offline_supermarket,healthy_snack,6.83,6.52,9.6,4.9,30.44,1,1,1,1,8,10.0,10,delivery,delivery speed affects whether I choose the brand,3,Convenience Driven
R000225,quality_first,21,7709.31,tier_2,offline_supermarket,personal_care,6.13,8.57,7.07,5.98,31.31,1,1,1,1,6,10.0,9,delivery,stockouts make me switch to other brands,1,Quality Loyalists
R000226,quality_first,38,5289.77,tier_2,tmall,healthy_snack,4.11,9.51,7.94,5.87,30.92,1,1,1,1,5,10.0,10,quality,the product quality is stable and trustworthy,1,Quality Loyalists
R000227,convenience_first,43,19072.54,new_tier_1,jd,healthy_snack,5.23,6.29,8.34,5.92,32.97,1,1,1,1,1,9.48,10,quality,the product quality is stable and trustworthy,3,Convenience Driven
R000228,new_explorers,22,12261.81,tier_2,private_domain,home_cleaning,4.64,5.62,6.12,5.21,22.68,1,1,1,1,4,9.7,9,price,the price feels high without promotion,0,High Value Fans
R000229,convenience_first,21,5694.09,tier_2,offline_supermarket,home_cleaning,6.24,5.81,9.36,5.51,25.92,0,0,1,0,2,8.76,8,quality,the product quality is stable and trustworthy,3,Convenience Driven
R000230,new_explorers,45,25197.22,tier_1,tmall,healthy_snack,5.67,5.47,7.43,6.19,27.11,1,1,1,1,2,8.54,9,sustainability,I prefer brands with recyclable packaging,3,Convenience Driven
R000231,value_seekers,42,6776.2,tier_3_plus,douyin,personal_care,9.05,7.21,5.65,4.92,22.98,1,1,1,1,3,7.21,5,packaging,the packaging is convenient but could look more premium,2,Value Seekers
R000232,value_seekers,48,15620.28,tier_2,douyin,home_cleaning,8.47,6.7,6.19,5.59,19.55,1,0,1,0,2,7.29,7,promotion,KOL reviews are useful but need to be authentic,0,High Value Fans
R000233,new_explorers,34,12387.19,tier_1,xiaohongshu,healthy_snack,6.24,5.8,8.3,5.82,23.04,0,0,0,1,3,8.69,8,price,I compare price across platforms before purchase,3,Convenience Driven
R000234,convenience_first,42,8044.9,tier_3_plus,douyin,home_cleaning,5.86,7.34,8.81,4.29,25.04,1,1,1,1,4,10.0,8,quality,quality improvement would make me repurchase more often,3,Convenience Driven
R000235,quality_first,25,9881.83,tier_2,douyin,healthy_snack,4.5,10.0,6.68,6.93,30.72,1,0,0,0,0,9.2,8,sustainability,sustainability claims need to be more credible,1,Quality Loyalists
R000236,quality_first,38,20921.31,tier_2,tmall,home_cleaning,4.97,9.16,5.85,7.38,27.96,1,1,0,1,1,10.0,10,quality,the product quality is stable and trustworthy,1,Quality Loyalists
R000237,quality_first,40,22344.79,tier_1,douyin,ready_to_drink,2.46,8.73,6.3,7.0,34.47,0,1,1,1,4,10.0,9,sustainability,I prefer brands with recyclable packaging,1,Quality Loyalists
R000238,convenience_first,42,10122.8,new_tier_1,tmall,healthy_snack,4.69,7.24,9.33,5.73,28.28,1,1,1,1,6,7.39,7,price,I compare price across platforms before purchase,3,Convenience Driven
R000239,quality_first,31,10432.45,new_tier_1,douyin,personal_care,4.36,8.21,7.07,6.55,34.5,0,0,0,0,0,9.63,9,promotion,KOL reviews are useful but need to be authentic,1,Quality Loyalists
